timestamp,user
2025-12-05T11:56:46,0,14.4717
2025-12-05T11:56:48,0,14.4803
2025-12-05T11:56:50,0,14.4844
2025-12-05T11:56:52,0,14.4941
2025-12-05T11:56:54,0,14.4951
2025-12-05T11:56:56,0,14.507
2025-12-05T11:56:58,0,14.5093
2025-12-05T11:57:00,0,14.5193
2025-12-05T11:57:02,0,14.5204
2025-12-05T11:57:04,0,14.5289
2025-12-05T11:57:06,0,14.532
2025-12-05T11:57:08,0,14.5421
2025-12-05T11:57:10,0,14.5421
2025-12-05T11:57:12,0,14.5446
2025-12-05T11:57:14,0,14.5465
2025-12-05T11:57:16,0,14.5524
2025-12-05T11:57:18,0,14.5529
2025-12-05T11:57:20,0,14.5555
2025-12-05T11:57:22,0,14.5603
2025-12-05T11:57:24,0,14.5657
2025-12-05T15:24:42,0,10.3891
2025-12-05T15:24:45,0,9.74389
2025-12-05T15:24:49,0,8.85631
2025-12-05T15:24:53,0,8.46903
2025-12-05T15:24:57,0,8.25389
2025-12-05T15:25:01,0,8.11627
2025-12-05T15:25:05,0,8.0197
2025-12-05T15:25:09,0,7.94985
2025-12-05T15:25:13,0,7.89626
2025-12-05T15:25:17,0,7.85325
2025-12-05T15:25:21,0,7.81862
2025-12-05T15:25:25,0,7.7905
2025-12-05T15:25:29,0,7.76612
2025-12-05T15:25:33,0,7.74582
2025-12-05T15:25:37,0,7.72837
2025-12-05T15:25:41,0,7.71254
2025-12-05T15:25:45,0,7.6996
2025-12-05T15:25:49,2,7.75756
2025-12-05T15:25:52,1,7.85613
2025-12-05T15:25:55,0,7.95708
2025-12-05T15:25:57,0,8.14238
2025-12-05T15:25:59,1,8.31553
2025-12-05T15:26:01,1,8.44364
2025-12-05T15:26:03,1,8.55068
2025-12-05T15:26:05,2,8.70192
2025-12-05T15:26:08,1,8.7859
2025-12-05T15:26:10,1,8.93005
2025-12-05T15:26:12,1,9.03427
2025-12-05T15:26:14,0,9.13499
2025-12-05T15:26:16,0,9.25513
2025-12-05T15:26:19,0,9.34813
2025-12-05T15:26:21,0,9.46448
2025-12-05T15:26:23,0,9.57274
2025-12-05T15:26:25,1,9.67028
2025-12-05T15:26:27,0,9.7755
2025-12-05T15:26:29,0,9.85956
2025-12-05T15:26:31,0,9.93954
2025-12-05T15:26:33,0,10.0283
2025-12-05T15:26:35,1,10.1113
2025-12-05T15:26:37,0,10.198
2025-12-05T15:26:39,1,10.2644
2025-12-05T15:26:41,0,10.3434
2025-12-05T15:26:43,0,10.4208
2025-12-05T15:26:46,0,10.4417
2025-12-05T15:26:48,1,10.5093
2025-12-05T15:26:50,0,10.5771
2025-12-05T15:26:52,0,10.6248
2025-12-05T15:26:54,0,10.6921
2025-12-05T15:26:56,0,10.7213
2025-12-05T15:26:58,2,10.7865
2025-12-05T15:27:00,0,10.8296
2025-12-05T15:27:02,0,10.8902
2025-12-05T15:27:04,0,10.9457
2025-12-05T15:27:06,0,10.9963
2025-12-05T15:27:08,1,11.0507
2025-12-05T15:27:11,0,11.0756
2025-12-05T15:27:13,1,11.1101
2025-12-05T15:27:15,1,11.1541
2025-12-05T15:27:17,1,11.1994
2025-12-05T15:27:19,0,11.246
2025-12-05T15:27:21,1,11.2931
2025-12-05T15:27:23,0,11.3368
2025-12-05T15:27:25,0,11.378
2025-12-05T15:27:27,0,11.4114
2025-12-05T15:27:30,0,11.4362
2025-12-05T15:27:32,0,11.4733
2025-12-05T15:27:34,1,11.5136
2025-12-05T15:27:36,0,11.5397
2025-12-05T15:27:38,1,11.5746
2025-12-05T15:27:40,1,11.6121
2025-12-05T15:27:42,0,11.6494
2025-12-05T15:27:44,1,11.6646
2025-12-05T15:27:46,0,11.7001
2025-12-05T15:27:48,0,11.7303
2025-12-05T15:27:50,0,11.7619
2025-12-05T15:27:53,0,11.786
2025-12-05T15:27:55,1,11.8121
2025-12-05T15:27:57,1,11.8359
2025-12-05T15:27:59,0,11.8638
2025-12-05T15:28:01,1,11.8986
2025-12-05T15:28:03,1,11.929
2025-12-05T15:28:05,1,11.9583
2025-12-05T15:28:07,1,11.9886
2025-12-05T15:28:09,1,12.0098
2025-12-05T15:28:11,1,12.0304
2025-12-05T15:28:13,0,12.0471
2025-12-05T15:28:15,0,12.0703
2025-12-05T15:28:17,0,12.0954
2025-12-05T15:28:19,0,12.1229
2025-12-05T15:28:21,0,12.1486
2025-12-05T15:28:23,1,12.1739
2025-12-05T15:28:25,0,12.1991
2025-12-05T15:28:27,0,12.2238
2025-12-05T15:28:30,2,12.2413
2025-12-05T15:28:31,0,12.2675
2025-12-05T15:28:34,0,12.2789
2025-12-05T15:28:36,0,12.3034
2025-12-05T15:28:38,0,12.3227
2025-12-05T15:28:40,1,12.334
2025-12-05T15:28:42,0,12.3467
2025-12-05T15:28:44,0,12.3589
2025-12-05T15:28:47,1,12.3623
2025-12-05T15:28:49,1,12.3795
2025-12-05T15:28:51,2,12.3845
2025-12-05T15:28:53,1,12.3967
2025-12-05T15:28:55,0,12.4063
2025-12-05T15:28:58,0,12.4212
2025-12-05T15:29:00,0,12.4362
2025-12-05T15:29:02,0,12.4528
2025-12-05T15:29:04,1,12.4752
2025-12-05T15:29:06,0,12.4804
2025-12-05T15:29:08,1,12.5001
2025-12-05T15:29:10,0,12.5171
2025-12-05T15:29:12,0,12.5362
2025-12-05T15:29:14,1,12.5515
2025-12-05T15:29:16,1,12.5674
2025-12-05T15:29:18,1,12.5838
2025-12-05T15:29:20,0,12.5885
2025-12-05T15:29:22,0,12.6031
2025-12-05T15:29:25,0,12.6076
2025-12-05T15:29:27,0,12.622
2025-12-05T15:29:29,0,12.6264
2025-12-05T15:29:31,0,12.6396
2025-12-05T15:29:33,1,12.6496
2025-12-05T15:29:35,1,12.6658
2025-12-05T15:29:37,1,12.6755
2025-12-05T15:29:39,1,12.6941
2025-12-05T15:29:42,1,12.6847
2025-12-05T15:29:44,0,12.7025
2025-12-05T15:29:46,0,12.7049
2025-12-05T15:29:48,0,12.7183
2025-12-05T15:29:50,1,12.7219
2025-12-05T15:29:53,0,12.7203
2025-12-05T15:29:55,0,12.7328
2025-12-05T15:29:57,0,12.7463
2025-12-05T15:29:59,0,12.7588
2025-12-05T15:30:01,1,12.7739
2025-12-05T15:30:03,1,12.7876
2025-12-05T15:30:05,0,12.781
2025-12-05T15:30:07,0,12.7964
2025-12-05T15:30:10,1,12.7878
2025-12-05T15:30:12,1,12.8029
2025-12-05T15:30:14,0,12.8027
2025-12-05T15:30:16,1,12.814
2025-12-05T15:30:18,0,12.8242
2025-12-05T15:30:20,0,12.8365
2025-12-05T15:30:23,1,12.8353
2025-12-05T15:30:25,0,12.8296
2025-12-05T15:30:29,1,12.7876
2025-12-05T15:30:31,0,12.7763
2025-12-05T15:30:34,0,12.76
2025-12-05T15:30:37,0,12.7465
2025-12-05T15:30:39,0,12.7613
2025-12-05T15:30:41,1,12.7709
2025-12-05T15:30:43,1,12.7835
2025-12-05T15:30:45,1,12.7845
2025-12-05T15:30:47,0,12.7955
2025-12-05T15:30:49,1,12.7986
2025-12-05T15:30:51,1,12.8124
2025-12-05T15:30:54,0,12.8034
2025-12-05T15:30:56,0,12.8153
2025-12-05T15:30:58,0,12.822
2025-12-05T15:31:00,0,12.8334
2025-12-05T15:31:02,1,12.8432
2025-12-05T15:31:04,0,12.8494
2025-12-05T15:31:07,1,12.8519
2025-12-05T15:31:09,0,12.8589
2025-12-05T15:31:11,0,12.8697
2025-12-05T15:31:13,0,12.8732
2025-12-05T15:31:15,0,12.876
2025-12-05T15:31:18,0,12.8757
2025-12-05T15:31:20,0,12.8822
2025-12-05T15:31:22,0,12.8884
2025-12-05T15:31:24,0,12.886
2025-12-05T15:31:26,0,12.8944
2025-12-05T15:31:28,0,12.9047
2025-12-05T15:31:30,0,12.9104
2025-12-05T15:31:32,0,12.9207
2025-12-05T15:31:34,0,12.9303
2025-12-05T15:31:36,0,12.9406
2025-12-05T15:31:38,0,12.9502
2025-12-05T15:31:40,0,12.96
2025-12-05T15:31:42,0,12.9696
2025-12-05T15:31:44,0,12.9795
2025-12-05T15:31:47,1,12.9855
2025-12-05T15:31:49,2,12.9923
2025-12-05T15:31:51,1,13.0007
2025-12-05T15:31:53,1,12.9967
2025-12-05T15:31:55,1,13.0083
2025-12-05T15:31:57,1,13.0034
2025-12-05T15:32:00,1,13.0026
2025-12-05T15:32:02,1,13.0114
2025-12-05T15:32:04,0,13.0082
2025-12-05T15:32:06,1,13.0118
2025-12-05T15:32:08,1,13.0205
2025-12-05T15:32:11,0,13.0123
2025-12-05T15:32:13,1,13.021
2025-12-05T15:32:15,0,13.0196
2025-12-05T15:32:18,0,13.0248
2025-12-05T15:32:20,0,13.0285
2025-12-05T15:32:22,0,13.0363
2025-12-05T15:32:24,0,13.034
2025-12-05T15:32:26,1,13.0346
2025-12-05T15:32:28,0,13.0425
2025-12-05T15:32:31,1,13.0383
2025-12-05T15:32:33,1,13.0448
2025-12-05T15:32:35,1,13.0529
2025-12-05T15:32:37,1,13.0609
2025-12-05T15:32:39,0,13.0696
2025-12-05T15:32:42,0,13.0482
2025-12-05T15:32:46,0,13.0024
2025-12-05T15:32:50,0,12.9574
2025-12-05T15:32:54,0,12.9131
2025-12-05T15:32:58,0,12.8694
2025-12-05T15:33:02,0,12.8264
2025-12-05T15:33:06,0,12.7842
2025-12-05T15:33:10,0,12.7427
2025-12-05T15:33:14,0,12.7017
2025-12-05T15:33:18,0,12.6616
2025-12-05T15:33:22,0,12.6217
2025-12-05T15:33:26,0,12.5827
2025-12-05T15:33:30,0,12.5442
2025-12-05T15:33:34,0,12.5063
2025-12-05T15:33:38,0,12.469
2025-12-05T15:33:42,0,12.4323
2025-12-05T15:33:46,0,12.396
2025-12-05T15:33:50,0,12.3603
2025-12-05T15:33:54,0,12.3251
2025-12-05T15:33:58,0,12.2904
2025-12-05T15:34:02,0,12.2563
2025-12-05T15:34:06,0,12.2226
2025-12-05T15:34:10,0,12.1893
2025-12-05T15:34:14,0,12.1566
2025-12-05T15:34:18,0,12.1243
2025-12-05T15:34:22,0,12.0924
2025-12-05T15:34:26,0,12.061
2025-12-05T15:34:30,0,12.03
2025-12-05T15:34:34,0,11.9994
2025-12-05T15:34:38,0,11.9693
2025-12-05T15:34:42,0,11.9395
2025-12-05T15:34:46,0,11.9101
2025-12-05T15:34:50,0,11.8811
2025-12-05T15:34:54,0,11.8526
2025-12-05T15:34:58,0,11.8243
2025-12-05T15:35:02,0,11.7964
2025-12-05T15:35:06,0,11.7689
2025-12-05T15:35:10,0,11.7417
2025-12-05T15:35:14,0,11.7149
2025-12-05T15:35:18,0,11.6884
2025-12-05T15:35:22,0,11.6622
2025-12-05T15:35:26,0,11.6364
2025-12-05T15:35:30,0,11.6109
2025-12-05T15:35:34,0,11.5857
2025-12-05T15:35:38,0,11.5608
2025-12-05T15:35:42,0,11.5362
2025-12-05T15:35:46,0,11.5119
2025-12-05T15:35:50,0,11.4879
2025-12-05T15:35:54,0,11.4642
2025-12-05T15:35:58,0,11.4407
2025-12-05T15:36:02,0,11.4175
2025-12-05T15:36:06,0,11.3947
2025-12-05T15:36:10,0,11.372
2025-12-05T15:36:14,0,11.3496
2025-12-05T15:36:18,0,11.3275
2025-12-05T15:36:22,0,11.3056
2025-12-05T15:36:26,0,11.284
2025-12-05T15:36:30,0,11.2627
2025-12-05T15:36:34,0,11.2415
2025-12-05T15:36:38,0,11.2206
2025-12-05T15:36:42,0,11.2
2025-12-05T15:36:46,0,11.1796
2025-12-05T15:36:50,0,11.1593
2025-12-05T15:36:54,0,11.1393
2025-12-05T15:36:58,0,11.1195
2025-12-05T15:37:02,0,11.1
2025-12-05T15:37:06,0,11.0806
2025-12-05T15:37:10,0,11.0614
2025-12-05T15:37:14,0,11.0425
2025-12-05T15:37:18,0,11.0238
2025-12-05T15:37:22,0,11.0052
2025-12-05T15:37:26,0,10.9868
2025-12-05T15:37:30,0,10.9687
2025-12-05T15:37:34,0,10.9507
2025-12-05T15:37:38,0,10.9329
2025-12-05T15:37:42,0,10.9154
2025-12-05T15:37:46,0,10.8979
2025-12-05T15:37:50,2,10.8835
2025-12-05T15:37:53,1,10.8836
2025-12-05T15:37:56,1,10.8829
2025-12-05T15:37:58,0,10.8907
2025-12-05T15:38:00,1,10.9006
2025-12-05T15:38:02,0,10.9111
2025-12-05T15:38:04,0,10.9208
2025-12-05T15:38:06,1,10.9314
2025-12-05T15:38:08,0,10.9398
2025-12-05T15:38:10,2,10.9495
2025-12-05T15:38:12,2,10.9594
2025-12-05T15:38:14,1,10.9692
2025-12-05T15:38:16,0,10.9793
2025-12-05T15:38:18,1,10.9882
2025-12-05T15:38:20,1,10.9979
2025-12-05T15:38:22,2,11.0077
2025-12-05T15:38:24,1,11.0174
2025-12-05T15:38:26,2,11.027
2025-12-05T15:38:28,2,11.0364
2025-12-05T15:38:30,2,11.0462
2025-12-05T15:38:32,1,11.0545
2025-12-05T15:38:34,1,11.0633
2025-12-05T15:38:37,1,11.0704
2025-12-05T15:38:39,0,11.0751
2025-12-05T15:38:41,0,11.0838
2025-12-05T15:38:43,0,11.0928
2025-12-05T15:38:45,1,11.1009
2025-12-05T15:38:47,1,11.1103
2025-12-05T15:38:49,1,11.1192
2025-12-05T15:38:51,0,11.1277
2025-12-05T15:38:53,1,11.1351
2025-12-05T15:38:55,0,11.1428
2025-12-05T15:38:57,0,11.1513
2025-12-05T15:39:00,0,11.1573
2025-12-05T15:39:02,0,11.1668
2025-12-05T15:39:04,0,11.1711
2025-12-05T15:39:06,0,11.1783
2025-12-05T15:39:08,0,11.1864
2025-12-05T15:39:10,0,11.1925
2025-12-05T15:39:12,0,11.1999
2025-12-05T15:39:14,0,11.2091
2025-12-05T15:39:17,0,11.2136
2025-12-05T15:39:19,0,11.2221
2025-12-05T15:39:21,0,11.2247
2025-12-05T15:39:23,0,11.2316
2025-12-05T15:39:25,0,11.2387
2025-12-05T15:39:27,0,11.2477
2025-12-05T15:39:30,1,11.2517
2025-12-05T15:39:32,1,11.256
2025-12-05T15:39:34,0,11.2629
2025-12-05T15:39:36,2,11.2672
2025-12-05T15:39:38,0,11.2758
2025-12-05T15:39:41,0,11.2772
2025-12-05T15:39:43,0,11.2858
2025-12-05T15:39:46,0,11.2841
2025-12-05T15:39:49,1,11.2795
2025-12-05T15:39:51,1,11.2881
2025-12-05T15:39:53,2,11.2962
2025-12-05T15:39:55,1,11.3043
2025-12-05T15:39:57,2,11.3125
2025-12-05T15:39:59,1,11.3206
2025-12-05T15:40:01,1,11.3285
2025-12-05T15:40:03,0,11.3364
2025-12-05T15:40:05,0,11.3444
2025-12-05T15:40:07,0,11.3523
2025-12-05T15:40:09,0,11.3601
2025-12-05T15:40:11,0,11.3679
2025-12-05T15:40:13,0,11.3757
2025-12-05T15:40:15,0,11.3835
2025-12-05T15:40:17,0,11.3912
2025-12-05T15:40:20,0,11.3885
2025-12-05T15:40:24,0,11.372
2025-12-05T15:40:28,0,11.3556
2025-12-05T15:40:32,0,11.3393
2025-12-05T15:40:36,0,11.3233
2025-12-05T15:40:40,0,11.3073
2025-12-05T15:40:44,0,11.2914
2025-12-05T15:40:48,0,11.2757
2025-12-05T15:40:52,0,11.2601
2025-12-05T15:40:56,0,11.2447
2025-12-05T15:41:00,0,11.2292
2025-12-05T15:41:04,0,11.2142
2025-12-05T15:41:08,0,11.199
2025-12-05T15:41:12,0,11.184
2025-12-05T15:41:16,0,11.1692
2025-12-05T15:41:20,0,11.1545
2025-12-05T15:41:24,0,11.1399
2025-12-05T15:41:28,0,11.1254
2025-12-05T15:41:32,0,11.111
2025-12-05T15:41:36,0,11.0967
2025-12-05T15:41:40,1,11.0838
2025-12-05T15:41:42,1,11.0914
2025-12-05T15:41:44,1,11.0991
2025-12-05T15:41:46,1,11.1067
2025-12-05T15:41:48,1,11.1142
2025-12-05T15:41:50,2,11.1217
2025-12-05T15:41:52,1,11.1293
2025-12-05T15:41:54,1,11.1368
2025-12-05T15:41:56,2,11.1442
2025-12-05T15:41:58,1,11.1517
2025-12-05T15:42:00,1,11.1591
2025-12-05T15:42:02,2,11.1664
2025-12-05T15:42:04,0,11.1738
2025-12-05T15:42:06,0,11.1811
2025-12-05T15:42:08,0,11.1884
2025-12-05T15:42:10,1,11.1957
2025-12-05T15:42:12,3,11.2029
2025-12-05T15:42:14,1,11.21
2025-12-05T15:42:16,1,11.2172
2025-12-05T15:42:18,1,11.2244
2025-12-05T15:42:20,1,11.2315
2025-12-05T15:42:22,1,11.2385
2025-12-05T15:42:24,3,11.2453
2025-12-05T15:42:26,2,11.2527
2025-12-05T15:42:28,2,11.2597
2025-12-05T15:42:30,0,11.2668
2025-12-05T15:42:32,2,11.2736
2025-12-05T15:42:34,2,11.2806
2025-12-05T15:42:36,2,11.2875
2025-12-05T15:42:38,2,11.2944
2025-12-05T15:42:40,3,11.3013
2025-12-05T15:42:42,0,11.3081
2025-12-05T15:42:44,1,11.3149
2025-12-05T15:42:46,2,11.3217
2025-12-05T15:42:48,2,11.3285
2025-12-05T15:42:50,2,11.3351
2025-12-05T15:42:52,1,11.3419
2025-12-05T15:42:54,1,11.3486
2025-12-05T15:42:56,0,11.3553
2025-12-05T15:42:58,0,11.3619
2025-12-05T15:43:00,1,11.3685
2025-12-05T15:43:02,1,11.3751
2025-12-05T15:43:04,0,11.3817
2025-12-05T15:43:06,0,11.3882
2025-12-05T15:43:08,1,11.3947
2025-12-05T15:43:10,1,11.4012
2025-12-05T15:43:12,0,11.4077
2025-12-05T15:43:14,1,11.4141
2025-12-05T15:43:16,1,11.4205
2025-12-05T15:43:18,0,11.427
2025-12-05T15:43:20,1,11.4333
2025-12-05T15:43:22,2,11.4397
2025-12-05T15:43:24,0,11.446
2025-12-05T15:43:26,2,11.4523
2025-12-05T15:43:28,2,11.4585
2025-12-05T15:43:30,1,11.4648
2025-12-05T15:43:32,0,11.4711
2025-12-05T15:43:34,0,11.4774
2025-12-05T15:43:36,0,11.4835
2025-12-05T15:43:38,0,11.4897
2025-12-05T15:43:40,0,11.4957
2025-12-05T15:43:42,3,11.502
2025-12-05T15:43:44,0,11.5081
2025-12-05T15:43:46,1,11.5142
2025-12-05T15:43:48,1,11.5203
2025-12-05T15:43:50,1,11.5263
2025-12-05T15:43:52,0,11.5323
2025-12-05T15:43:54,0,11.5384
2025-12-05T15:43:56,2,11.5443
2025-12-05T15:43:58,0,11.5503
2025-12-05T15:44:00,0,11.5562
2025-12-05T15:44:02,1,11.5622
2025-12-05T15:44:04,2,11.5681
2025-12-05T15:44:06,0,11.574
2025-12-05T15:44:08,0,11.5798
2025-12-05T15:44:10,0,11.5857
2025-12-05T15:44:12,3,11.5914
2025-12-05T15:44:14,2,11.5973
2025-12-05T15:44:16,1,11.6031
2025-12-05T15:44:18,0,11.6088
2025-12-05T15:44:20,2,11.6146
2025-12-05T15:44:22,0,11.6203
2025-12-05T15:44:24,1,11.626
2025-12-05T15:44:26,1,11.6317
2025-12-05T15:44:28,0,11.6374
2025-12-05T15:44:30,1,11.643
2025-12-05T15:44:32,1,11.6487
2025-12-05T15:44:34,1,11.6542
2025-12-05T15:44:36,1,11.6599
2025-12-05T15:44:38,2,11.6654
2025-12-05T15:44:40,0,11.6711
2025-12-05T15:44:42,0,11.6766
2025-12-05T15:44:44,0,11.6821
2025-12-05T15:44:46,1,11.6875
2025-12-05T15:44:48,1,11.693
2025-12-05T15:44:50,1,11.6985
2025-12-05T15:44:52,0,11.7039
2025-12-05T15:44:54,2,11.7093
2025-12-05T15:44:56,1,11.7148
2025-12-05T15:44:58,1,11.7202
2025-12-05T15:45:00,1,11.7254
2025-12-05T15:45:02,1,11.731
2025-12-05T15:45:04,1,11.7362
2025-12-05T15:45:06,1,11.7416
2025-12-05T15:45:08,0,11.7468
2025-12-05T15:45:10,1,11.7521
2025-12-05T15:45:12,3,11.7574
2025-12-05T15:45:14,4,11.7627
2025-12-05T15:45:16,2,11.7679
2025-12-05T15:45:18,0,11.7732
2025-12-05T15:45:20,1,11.7784
2025-12-05T15:45:22,0,11.7835
2025-12-05T15:45:24,1,11.7887
2025-12-05T15:45:26,1,11.7938
2025-12-05T15:45:28,0,11.799
2025-12-05T15:45:30,2,11.8041
2025-12-05T15:45:32,1,11.8093
2025-12-05T15:45:34,3,11.8143
2025-12-05T15:45:36,2,11.8194
2025-12-05T15:45:38,2,11.8244
2025-12-05T15:45:40,1,11.8295
2025-12-05T15:45:42,1,11.8345
2025-12-05T15:45:44,1,11.8395
2025-12-05T15:45:46,0,11.8444
2025-12-05T15:45:48,0,11.8495
2025-12-05T15:45:50,1,11.8544
2025-12-05T15:45:52,1,11.8594
2025-12-05T15:45:54,1,11.8643
2025-12-05T15:45:56,2,11.8692
2025-12-05T15:45:58,1,11.8741
2025-12-05T15:46:00,0,11.8792
2025-12-05T15:46:02,1,11.8789
2025-12-05T15:46:04,2,11.8838
2025-12-05T15:46:06,0,11.8886
2025-12-05T15:46:08,1,11.8935
2025-12-05T15:46:10,1,11.8982
2025-12-05T15:46:12,1,11.903
2025-12-05T15:46:14,1,11.9078
2025-12-05T15:46:16,1,11.9126
2025-12-05T15:46:18,1,11.9174
2025-12-05T15:46:20,1,11.9221
2025-12-05T15:46:22,2,11.9269
2025-12-05T15:46:24,2,11.9316
2025-12-05T15:46:26,0,11.9362
2025-12-05T15:46:28,0,11.9409
2025-12-05T15:46:30,0,11.9456
2025-12-05T15:46:32,0,11.9502
2025-12-05T15:46:34,0,11.9549
2025-12-05T15:46:36,0,11.9595
2025-12-05T15:46:38,0,11.9641
2025-12-05T15:46:40,0,11.9687
2025-12-05T15:46:42,0,11.9732
2025-12-05T15:46:44,0,11.9778
2025-12-05T15:46:46,0,11.9824
2025-12-05T15:46:48,0,11.9869
2025-12-05T15:46:50,0,11.9914
2025-12-05T15:46:52,0,11.9959
2025-12-05T15:46:54,1,12.0004
2025-12-05T15:46:56,1,12.0049
2025-12-05T15:46:58,1,12.0092
2025-12-05T15:47:00,2,12.0138
2025-12-05T15:47:02,1,12.0183
2025-12-05T15:47:04,1,12.0227
2025-12-05T15:47:06,0,12.0272
2025-12-05T15:47:08,1,12.0314
2025-12-05T15:47:10,2,12.0358
2025-12-05T15:47:12,1,12.0403
2025-12-05T15:47:14,1,12.0448
2025-12-05T15:47:16,0,12.0491
2025-12-05T15:47:18,2,12.0535
2025-12-05T15:47:20,1,12.0575
2025-12-05T15:47:22,1,12.0618
2025-12-05T15:47:24,1,12.0663
2025-12-05T15:47:26,0,12.0707
2025-12-05T15:47:28,1,12.075
2025-12-05T15:47:30,1,12.0792
2025-12-05T15:47:32,3,12.0835
2025-12-05T15:47:34,1,12.0878
2025-12-05T15:47:36,1,12.092
2025-12-05T15:47:38,0,12.0961
2025-12-05T15:47:40,2,12.1004
2025-12-05T15:47:42,1,12.1045
2025-12-05T15:47:44,0,12.1087
2025-12-05T15:47:46,1,12.1129
2025-12-05T15:47:48,2,12.1171
2025-12-05T15:47:50,2,12.1212
2025-12-05T15:47:52,2,12.1252
2025-12-05T15:47:54,0,12.1295
2025-12-05T15:47:56,1,12.1335
2025-12-05T15:47:58,0,12.1377
2025-12-05T15:48:00,0,12.1418
2025-12-05T15:48:02,1,12.1459
2025-12-05T15:48:04,0,12.15
2025-12-05T15:48:06,0,12.154
2025-12-05T15:48:08,0,12.158
2025-12-05T15:48:10,0,12.162
2025-12-05T15:48:12,2,12.166
2025-12-05T15:48:14,2,12.1701
2025-12-05T15:48:16,0,12.1741
2025-12-05T15:48:18,1,12.178
2025-12-05T15:48:20,3,12.1819
2025-12-05T15:48:22,2,12.1859
2025-12-05T15:48:24,1,12.1898
2025-12-05T15:48:26,1,12.1939
2025-12-05T15:48:28,1,12.1978
2025-12-05T15:48:30,1,12.2017
2025-12-05T15:48:32,2,12.2056
2025-12-05T15:48:34,0,12.2095
2025-12-05T15:48:36,0,12.2134
2025-12-05T15:48:38,1,12.2173
2025-12-05T15:48:40,1,12.2211
2025-12-05T15:48:42,1,12.225
2025-12-05T15:48:44,2,12.2288
2025-12-05T15:48:46,2,12.2326
2025-12-05T15:48:48,1,12.2364
2025-12-05T15:48:50,1,12.2402
2025-12-05T15:48:52,1,12.244
2025-12-05T15:48:54,0,12.2478
2025-12-05T15:48:56,0,12.2516
2025-12-05T15:48:58,0,12.2554
2025-12-05T15:49:00,1,12.2591
2025-12-05T15:49:02,0,12.2629
2025-12-05T15:49:04,1,12.2666
2025-12-05T15:49:06,1,12.2703
2025-12-05T15:49:08,1,12.274
2025-12-05T15:49:10,1,12.2777
2025-12-05T15:49:12,1,12.2814
2025-12-05T15:49:14,1,12.2851
2025-12-05T15:49:16,2,12.2887
2025-12-05T15:49:18,2,12.2925
2025-12-05T15:49:20,2,12.2961
2025-12-05T15:49:22,1,12.2998
2025-12-05T15:49:24,2,12.3034
2025-12-05T15:49:26,1,12.3071
2025-12-05T15:49:28,1,12.3107
2025-12-05T15:49:30,1,12.3143
